"responseData__cityentity_id","responseData__id","responseData__name","responseData__max_level","responseData__blueprints__number_of_pieces","responseData__blueprints__building_id","responseData__blueprints__piece_number","responseData__blueprints__amount","responseData__blueprints____class__","responseData__description","responseData__inStock","responseData__item__upgradeItemId","responseData__item__selectionKitId","responseData__item__target","responseData__item__resource_package__cost____class__","responseData__item__resource_package__gain","responseData__item__resource_package____class__","responseData__item__cityEntityId","responseData__item__level","responseData__item__reward__type","responseData__item__reward__subType","responseData__item__reward__amount","responseData__item__reward__id","responseData__item__reward__name","responseData__item__reward__description","responseData__item__reward__iconAssetName","responseData__item__reward__isHighlighted","responseData__item__reward__assembledReward__type","responseData__item__reward__assembledReward__subType","responseData__item__reward__assembledReward__amount","responseData__item__reward__assembledReward__id","responseData__item__reward__assembledReward__name","responseData__item__reward__assembledReward__description","responseData__item__reward__assembledReward__iconAssetName","responseData__item__reward__assembledReward__isHighlighted","responseData__item__reward__assembledReward__flags__-","responseData__item__reward__assembledReward____class__","responseData__item__reward__requiredAmount","responseData__item__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__amount","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__description","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__duration","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__value","responseData__item__reward__possible_rewards__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards__reward__possible_rewards____class__","responseData__item__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards____class__","responseData__item__reward____class__","responseData__item__boostType","responseData__item__value","responseData__item__duration","responseData__item____class__","responseData__itemAssetName","responseData__availableFrom","responseData__exchangeBaseValue__|","responseData__exchangeBaseValue__|__trade_coins","responseData__exchangeBaseValue__|__gemstones","responseData__exchangeBaseValue____class__","responseData__locked","responseData__sortPriority__001","responseData__sortPriority__002","responseData__sortPriority__003","responseData__sortPriority__004","responseData__sortPriority__005","responseData__sortPriority__006","responseData__time","responseData____class__","responseData","requestClass","requestMethod","requestId","__class__"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","2700","5.279999999999999","","","","","","","","","","","","","","",""
"","5917772","Maibaum-Kit","","","","","","","Verbessere deinen Maibaum; die verbesserte Version wird dir einen Münz-Schub geben. Verbessere deine Maibäume bis zu zwei Mal, um einen noch größeren Effekt zu erzielen!","10","upgrade_kit_maypole","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_maypole","","minValues","675","0.2","ItemExchangeValue","","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","675","0.3","","","","","","","","","","","","","","",""
"","24423105","Bergschutzgebiet Verbesserungs-Kit","","","","","","","Verbessert dein Bergschutzgebiet zu einer besseren Version, die mehr Ressourcen produziert. Wähle eine Spezialisierung auf der höchsten Stufe!","1","upgrade_kit_mountain_reserve","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_mountain_reserve","","minValues","1350","1.76","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","2.6399999999999997","","","","","","","","","","","","","","",""
"","22013952","Suishun-Mühle-Kit","","","","","","","Verbessert deine Suishun-Mühle zu einer besseren Version, die mehr Ressourcen produziert.","7","upgrade_kit_suishun_mill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_suishun_mill","","minValues","1080","1.4080000000000001","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1080","2.112","","","","","","","","","","","","","","",""
"","20485044","Terrakotta-Weingut-Kit","","","","","","","Verbessert dein Terrakotta-Weingut zu einer besseren Version, die mehr Ressourcen produziert.","10","upgrade_kit_terracotta_vineyard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_terracotta_vineyard","","minValues","1350","1.76","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","2.6399999999999997","","","","","","","","","","","","","","",""
"","23763506","Siegesturm-Kit","","","","","","","Verbessert deinen Siegesturm zu einer besseren Version, die mehr Medaillen produziert.","2","upgrade_kit_victory_tower","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_victory_tower","","minValues","202.5","0.060000000000000005","ItemExchangeValue","","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","202.5","0.09","","","","","","","","","","","","","","",""
"","28239235","Signalfeuer-Kit","","","","","","","Verbessert dein Signalfeuer zu einer besseren Version, die deiner Stadt höhere Verteidigungswerte gewährt.","2","upgrade_kit_watchfire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_watchfire","","minValues","540","0.16","ItemExchangeValue","","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","540","0.24","","","","","","","","","","","","","","",""
"","19618451","Winterbäckerei-Kit","","","","","","","Verbessert deine Winterbäckerei zu einer besseren Version, die mehr Ressourcen produziert. Wähle eine Spezialisierung der höchsten Stufe.","14","upgrade_kit_winter_bakery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UpgradeKitPayload","upgrade_kit_winter_bakery","","minValues","1350","1.76","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","2.6399999999999997","","","","","","","","","","","","","","",""
"X_EarlyMiddleAge_Landmark2","","Aachener Dom","108","9","X_EarlyMiddleAge_Landmark2","","2184","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","InventoryService","getGreatBuildings","12","ServerResponse"
"","","","","9","X_EarlyMiddleAge_Landmark2","1","2248","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","2","2200","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","3","2160","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","4","2193","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","5","2200","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","6","2134","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","7","2112","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_EarlyMiddleAge_Landmark2","8","2140","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ProgressiveEra_Landmark1","","Alcatraz","131","9","X_ProgressiveEra_Landmark1","","2439","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","1","2425","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","2","2526","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","3","2494","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","4","2434","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","5","2462","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","6","2462","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","7","2447","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark1","8","2536","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ArcticFuture_Landmark2","","Arktische Orangerie","101","9","X_ArcticFuture_Landmark2","","1780","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","1","1790","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","2","1732","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","3","1736","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","4","1657","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","5","1716","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","6","1727","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","7","1736","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark2","8","1681","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_OceanicFuture_Landmark1","","Atlantis-Museum","10","9","X_OceanicFuture_Landmark1","","253","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","1","244","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","2","245","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","3","246","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","4","243","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","5","241","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","6","222","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","7","259","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_OceanicFuture_Landmark1","8","258","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ModernEra_Landmark2","","Atomium","101","9","X_ModernEra_Landmark2","","1564","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ModernEra_Landmark2","1","1520","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","2","1561","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","3","1516","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","4","1586","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","5","1564","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","6","1611","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","7","1694","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark2","8","1569","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_LateMiddleAge_Landmark1","","Basilius-Kathedrale","10","9","X_LateMiddleAge_Landmark1","","107","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","1","115","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","2","101","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","3","115","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","4","127","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","5","95","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","6","117","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","7","120","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark1","8","122","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_VirtualFuture_Landmark2","","Burg Himeji","100","9","X_VirtualFuture_Landmark2","","984","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","1","1052","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","2","971","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","3","991","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","4","974","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","5","1015","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","6","986","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","7","985","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_VirtualFuture_Landmark2","8","1009","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_PostModernEra_Landmark1","","Cape Canaveral","100","9","X_PostModernEra_Landmark1","","1636","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_PostModernEra_Landmark1","1","1607","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","2","1589","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","3","1599","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","4","1595","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","5","1562","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","6","1591","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","7","1647","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_PostModernEra_Landmark1","8","1635","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_LateMiddleAge_Landmark3","","Castel del Monte","116","9","X_LateMiddleAge_Landmark3","","2092","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","1","2162","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","2","2093","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","3","2144","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","4","2028","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","5","2068","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","6","2033","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","7","2016","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_LateMiddleAge_Landmark3","8","2103","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ProgressiveEra_Landmark2","","Château Frontenac","120","9","X_ProgressiveEra_Landmark2","","1440","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","1","1453","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","2","1371","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","3","1478","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ProgressiveEra_Landmark2","4","1434","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
